chords	cp	key	section	song	artist
['F#m', 'D', 'Bm', 'E']	6,4,2,5	9.0		hey mama	david guetta
['Bm', 'G', 'Em', 'A']	6,4,2,5	2.0		moon	foals
['F#', 'Dm', 'Bd', 'Em']	6,4,2,5	9.0		cool girl	tove lo
['Em', 'C', 'Am', 'Em']	6,4,2,6	7.0		far from heaven	echotape
['Am', 'F', 'Dm', 'Am']	6,4,2,6	0.0		welcome to the machine	pink floyd
['Am', 'F', 'Dm', 'Am']	6,4,2,6	0.0		children	robert miles
['D#', 'Bm', 'G#d', 'D#']	6,4,2,6	6.0		vanessa	grimes
['Dm', 'A#', 'Gm', 'Dm']	6,4,2,6	5.0		do i wanna know	arctic monkeys
['F#', 'Dm', 'Bd', 'F#']	6,4,2,6	9.0		a tale that wasn't right	helloween
['Em', 'C', 'Am', 'Em']	6,4,2,6	7.0		aerodynamic	daft punk
['Am', 'F', 'Dm', 'Am']	6,4,2,6	0.0		shadows	lindsey stirling
['Cm', 'G#', 'Fm', 'Cm']	6,4,2,6	3.0		sierra leone	mt eden
['Dm', 'A#', 'Gm', 'Dm']	6,4,2,6	5.0		you	galantis
['D#m', 'B', 'G#m', 'D#m']	6,4,2,6	6.0		your drums your love	alunageorge
['F#', 'Dm', 'Bd', 'F#']	6,4,2,6	9.0		sounds that i hear	airbag
['Am', 'F', 'Dm', 'Am']	6,4,2,6	0.0		baby when the light	david guetta
['G#', 'Em', 'C#d', 'G#']	6,4,2,6	11.0		nepenthe	seven lions
['Em', 'C', 'Am', 'Em']	6,4,2,6	7.0		alone	parkway drive
['G#', 'Em', 'C#d', 'G#']	6,4,2,6	11.0		how deep is your love	calvin harris and disciples
['Am', 'F', 'Dm', 'F']	6,4,2,4	0.0		kill everybody	skrillex
['D#m', 'B', 'G#m', 'B']	6,4,2,4	6.0		orbion	armin van buuren
['D', 'A#m', 'Gd', 'A#m']	6,4,2,4	5.0		red eyes - mike luck remix	thomas azier
['G#m', 'E', 'C#m', 'E']	6,4,2,4	11.0		slipstream	rafael frost
['D#', 'Bm', 'G#d', 'Bm']	6,4,2,4	6.0		vagabond	scarab
['G#', 'Em', 'C#d', 'Em']	6,4,2,4	11.0		feeling	bisbetic
['Am', 'F', 'Dm', 'F']	6,4,2,4	0.0		hey qt	qt
['Fm', 'C#', 'A#m', 'C#']	6,4,2,4	8.0		the right song	tiesto - oliver heldens
['D', 'A#m', 'Gd', 'A']	6,4,2,3	5.0		singularity	au5
['C#', 'Am', 'F#d', 'G#']	6,4,2,3	4.0		excuse me	bestie
['C#', 'Am', 'F#d', 'G#']	6,4,2,3	4.0		crimewave	crystal castles
['B', 'Gm', 'Ed', 'F#']	6,4,2,3	2.0		paws	cashmere cat
['Am', 'F', 'Dm', 'C']	6,4,2,1	0.0		rain over me	pitbull
['C#m', 'A', 'F#m', 'E']	6,4,2,1	4.0		we were gods	john dahlback and urban cone and lucas nord
['C#', 'Am', 'F#d', 'Em']	6,4,2,1	4.0		the day that never comes	metallica
['B', 'Gm', 'Ed', 'Dm']	6,4,2,1	2.0		blinded in chains	avenged sevenfold
['D', 'A#m', 'Gd', 'Fm']	6,4,2,1	5.0		beautiful	christina aguilera
['G#m', 'E', 'G#m', 'E']	6,4,6,4	11.0		dirty dancer	enrique iglesias
['G', 'D#m', 'G', 'D#m']	6,4,6,4	10.0		all over you	the spill canvas
['F#', 'Dm', 'F#', 'Dm']	6,4,6,4	9.0		rhiannon	fleetwood mac
['Bm', 'G', 'Bm', 'D']	6,4,6,1	2.0		invasion	headspace
['Em', 'D', 'C', 'D']	6,5,4,5	7.0		the show goes on	lupe fiasco
['A#m', 'G#', 'F#', 'G#']	6,5,4,5	1.0		hotel room service	pitbull
['Fm', 'D#', 'C#', 'D#']	6,5,4,5	8.0		rhythm of love	plain white t's
['F#', 'Em', 'Dm', 'Em']	6,5,4,5	9.0		come together	the beatles
['B', 'Am', 'Gm', 'Am']	6,5,4,5	2.0		the majestic tale	murray gold
['A#m', 'G#', 'F#', 'G#']	6,5,4,5	1.0		aura	lady gaga
['Bm', 'A', 'G', 'A']	6,5,4,5	2.0		1 2 3 4	plain white t's
['Em', 'D', 'C', 'D']	6,5,4,5	7.0		fade to black	metallica
['A#', 'G#m', 'F#m', 'G#m']	6,5,4,5	1.0		california dreamin'	mamas and the papas
['A#', 'G#m', 'F#m', 'G#m']	6,5,4,5	1.0		shapes i see	rodriguez jr
['A#m', 'G#', 'F#', 'G#']	6,5,4,5	1.0		tell it to my heart	taylor dayne
['A#', 'G#m', 'F#m', 'G#m']	6,5,4,5	1.0		octopus's garden	the beatles
['G#m', 'F#', 'E', 'F#']	6,5,4,5	11.0		celestial elixir	haken
['C#', 'Bm', 'Am', 'Bm']	6,5,4,5	4.0		stars	vicetone
['F#m', 'E', 'D', 'E']	6,5,4,5	9.0		turn me on	kevin lyttle
['C#', 'Bm', 'Am', 'Bm']	6,5,4,5	4.0		kaleidoscope	kasbo
['A#m', 'G#', 'F#', 'G#']	6,5,4,5	1.0		s and m	rihanna
['A#m', 'G#', 'F#', 'G#']	6,5,4,5	1.0		connect	claris
['Am', 'G', 'F', 'G']	6,5,4,5	0.0		june and johnny	jon foreman
['Em', 'D', 'C', 'D']	6,5,4,5	7.0		nobody wins	brian fallon
['G#m', 'F#', 'E', 'F#']	6,5,4,5	11.0		deranged and desperate	saves the day
['Fm', 'D#', 'C#', 'D#']	6,5,4,5	8.0		making the most of the night	carly rae jepsen
['F#m', 'E', 'D', 'A']	6,5,4,1	9.0		bend and break	keane vs basto
['G#m', 'F#', 'E', 'B']	6,5,4,1	11.0		pulsar	armin van buuren
['Gm', 'F', 'D#', 'A#']	6,5,4,1	10.0		lady in red	chris de burgh
['Em', 'D', 'C', 'G']	6,5,4,1	7.0		watch over you	alter bridge
['G#m', 'F#', 'E', 'B']	6,5,4,1	11.0		stolen dance	milky chance
['Em', 'D', 'C', 'G']	6,5,4,1	7.0		good times	latch key kid
['G#m', 'F#', 'E', 'B']	6,5,4,1	11.0		another day	dream theater
['D#', 'C#m', 'Bm', 'F#m']	6,5,4,1	6.0		blossom	au5
['Gm', 'F', 'D#', 'A#']	6,5,4,1	10.0		the '59 sound	the gaslight anthem
['C#m', 'B', 'A', 'E']	6,5,4,1	4.0		more than a memory	carly rae jepsen
['E', 'Dm', 'Cm', 'Gm']	6,5,4,1	7.0		i took a pill in ibiza - seeb remix	mike posner
['D#', 'C#m', 'Bm', 'F#m']	6,5,4,1	6.0		save me	wiktoria
['Am', 'G', 'F', 'C']	6,5,4,1	0.0		falling away with you	muse
['G#', 'F#m', 'Em', 'G#']	6,5,4,6	11.0		duett	kent
['Bm', 'A', 'G', 'Bm']	6,5,4,6	2.0		red sky	thrice
['E', 'Dm', 'Cm', 'E']	6,5,4,6	7.0		anywhere with you	saves the day
['D#', 'C#m', 'Bm', 'A#']	6,5,4,3	6.0		harder better faster stronger	daft punk
['F', 'D#m', 'C#m', 'C']	6,5,4,3	8.0		better off alone	alice deejay
['E', 'Dm', 'Cm', 'B']	6,5,4,3	7.0		i don't like you	eva simons
['G', 'Fm', 'D#m', 'D']	6,5,4,3	10.0		jogi	panjabi mc
['C#m', 'B', 'A', 'G#m']	6,5,4,3	4.0		carol of the bells	john williams
['Fm', 'D#', 'C#', 'Cm']	6,5,4,3	8.0		les nuits	nightmares on wax
['Dm', 'C', 'A#', 'Am']	6,5,4,3	5.0		i kissed a girl	katy perry
['Fm', 'D#', 'C#', 'Cm']	6,5,4,3	8.0		our story	mako
['F#m', 'E', 'D', 'C#m']	6,5,4,3	9.0		digital love	daft punk
['G#', 'F#m', 'Em', 'D#']	6,5,4,3	11.0		sparks	hilary duff
['C#', 'Bm', 'Am', 'G#']	6,5,4,3	4.0		after light	rustie
['B', 'Am', 'Gm', 'F#']	6,5,4,3	2.0		interesting procedure	covesthur
['F', 'D#m', 'C#m', 'A#d']	6,5,4,2	8.0		lights	ellie goulding
['C', 'A#m', 'G#m', 'Fd']	6,5,4,2	3.0		this love will be your downfall	ellie goulding
['A', 'Gm', 'Fm', 'Dd']	6,5,4,2	0.0		desert rose	sting
['E', 'Dm', 'Cm', 'Ad']	6,5,4,2	7.0		applause	lady gaga
['Em', 'D', 'C', 'Am']	6,5,4,2	7.0		apex	danny howard
['A#m', 'G#', 'F#', 'D#m']	6,5,4,2	1.0		say it right	nelly furtado
['F#m', 'E', 'D', 'Bm']	6,5,4,2	9.0		kenotic	hammock
['Am', 'G', 'F', 'Dm']	6,5,4,2	0.0		gold teeth	man man
['B', 'Am', 'Gm', 'Ed']	6,5,4,2	2.0		heist	lindsey stirling
['A', 'Gm', 'Fm', 'Dd']	6,5,4,2	0.0		lost and found	sick individuals
['D#m', 'C#', 'B', 'G#m']	6,5,4,2	6.0		fade into darkness	avicii
['C#', 'Bm', 'Am', 'F#d']	6,5,4,2	4.0		oblivion	m83
['B', 'Am', 'Gm', 'Ed']	6,5,4,2	2.0		buying new soul	porcupine tree
['C#', 'Bm', 'Am', 'F#d']	6,5,4,2	4.0		my house	pvris
['E', 'Dm', 'Cm', 'Ad']	6,5,4,2	7.0		ghost	tom swoon and stadiumx
['Em', 'D', 'C', 'Am']	6,5,4,2	7.0		the thrill is gone	statik selektah
['A#m', 'G#', 'F#', 'D#m']	6,5,4,2	1.0		october	deadmau5
['F#', 'Em', 'Dm', 'Bd']	6,5,4,2	9.0		afraid of everyone	the national
['Bm', 'A', 'G', 'Em']	6,5,4,2	2.0		verge	owl city
['E', 'Dm', 'Cm', 'Ad']	6,5,4,2	7.0		ghosts in the machine	the m machine
['Am', 'G', 'F', 'Dm']	6,5,4,2	0.0		gecko	oliver heldens
['E', 'Dm', 'Cm', 'Ad']	6,5,4,2	7.0		lush life	zara larsson
['Em', 'D', 'C', 'Am']	6,5,4,2	7.0		strange world	push
['A', 'Gm', 'Fm', 'Dd']	6,5,4,2	0.0		lost and found - marcus santoro remix	sick individuals
['Bm', 'A', 'G', 'Em']	6,5,4,2	2.0		teenage satellites	blink-182
['Am', 'G', 'C', 'F']	6,5,1,4	0.0		cantina band	john williams
['Cm', 'A#', 'D#', 'G#']	6,5,1,4	3.0		find you	zedd
['A#', 'G#m', 'C#m', 'F#m']	6,5,1,4	1.0		mobo 2012	andreas schuller
['Bm', 'A', 'D', 'G']	6,5,1,4	2.0		what i did for love	david guetta
['Am', 'G', 'C', 'F']	6,5,1,4	0.0		clap your hands	sia
['D#m', 'C#', 'F#', 'B']	6,5,1,4	6.0		no	meghan trainor
['D#m', 'C#', 'F#', 'B']	6,5,1,4	6.0		in my waking life	saves the day
['F#m', 'E', 'A', 'D']	6,5,1,4	9.0		take me home country roads	john denver
['G#', 'F#m', 'Bm', 'F#m']	6,5,1,5	11.0		this is nightlife	italobrothers
['A#m', 'G#', 'C#', 'G#']	6,5,1,5	1.0		sail	awolnation
['Bm', 'A', 'D', 'A']	6,5,1,5	2.0		conquest of paradise	vangelis
['A#', 'G#m', 'C#m', 'G#m']	6,5,1,5	1.0		la folia	vivaldi
['A', 'Gm', 'Cm', 'E']	6,5,1,3	0.0		take over control	afrojack ft eva simons
['F#m', 'E', 'A', 'C#m']	6,5,1,3	9.0		want u back	cher lloyd
['Am', 'G', 'C', 'Em']	6,5,1,3	0.0		runaway train	soul asylum
['F#m', 'E', 'A', 'C#m']	6,5,1,3	9.0		let me feel	nicky romero and vicetone
['D#m', 'C#', 'F#', 'A#m']	6,5,1,3	6.0		cut to black	lemaitre
['Em', 'D', 'G', 'Bm']	6,5,1,3	7.0		you don't know me	ben folds
['G', 'Fm', 'A#m', 'D']	6,5,1,3	10.0		water me	fka twigs
['A', 'Gm', 'A', 'Gm']	6,5,6,5	0.0		eye of the tiger	survivor
['E', 'Dm', 'E', 'Dm']	6,5,6,5	7.0		slow motion	leila k
['C#', 'Bm', 'C#', 'Bm']	6,5,6,5	4.0		come as you are	nirvana
['Fm', 'D#', 'Fm', 'D#']	6,5,6,5	8.0		bullet the blue sky	u2
['G#', 'F#m', 'G#', 'F#m']	6,5,6,5	11.0		relax	frankie goes to hollywood
['Am', 'G', 'Am', 'G']	6,5,6,5	0.0		smoke on the water	deep purple
['D#', 'C#m', 'D#', 'C#m']	6,5,6,5	6.0		lotus - soundprank remix	dinka
['C#', 'Bm', 'C#', 'Bm']	6,5,6,5	4.0		harra gud titt dyra navn og aera	hamferd
['F#', 'Em', 'F#', 'Em']	6,5,6,5	9.0		jack sparrow	hans zimmer
['Am', 'G', 'Am', 'G']	6,5,6,5	0.0		dancing lasha tumbai	verka serduchka
['D#m', 'C#', 'D#m', 'C#']	6,5,6,5	6.0		grand history	nigoro
['D#', 'C#m', 'D#', 'C#m']	6,5,6,5	6.0		another you	nause
['Am', 'G', 'Am', 'G']	6,5,6,5	0.0		hot stuff	donna summer
['C#', 'Bm', 'C#', 'Bm']	6,5,6,5	4.0		universe	don diablo feat emeni
['Am', 'G', 'Am', 'G']	6,5,6,5	0.0		everything at once	lenka
['Bm', 'A', 'Bm', 'A']	6,5,6,5	2.0		sweet sacrifice	evanescence
['F#m', 'E', 'F#m', 'E']	6,5,6,5	9.0		shakin	eddie money
['A#m', 'G#', 'A#m', 'C#']	6,5,6,1	1.0		mountains	biffy clyro
['C#', 'Bm', 'C#', 'G#']	6,5,6,3	4.0		ain't no sunshine	bill withers
['A#', 'G#m', 'A#', 'F']	6,5,6,3	1.0		and i love her	the beatles
['B', 'Am', 'B', 'F#']	6,5,6,3	2.0		soldier of fortune	deep purple
['Am', 'G', 'Am', 'Dm']	6,5,6,2	0.0		phantom of the opera	andrew lloyd webber
['C#', 'Bm', 'C#', 'F#d']	6,5,6,2	4.0		halo theme song	lindsey stirling
['B', 'Am', 'Ed', 'Gm']	6,5,2,4	2.0		walking in the air	howard blake
['D#', 'C#m', 'G#d', 'F#m']	6,5,2,1	6.0		dissolve	absofacto
['G', 'Fm', 'Cd', 'A#m']	6,5,2,1	10.0		colors	morandi
['C#', 'Bm', 'F#d', 'C#']	6,5,2,6	4.0		first time	junior boys
['A', 'Gm', 'Dd', 'A']	6,5,2,6	0.0		bliss	muse
['D', 'Cm', 'Gd', 'D']	6,5,2,6	5.0		one more night	maroon 5
['Dm', 'C', 'Gm', 'Dm']	6,5,2,6	5.0		amazing grace	globus
['G#', 'F#m', 'C#d', 'G#']	6,5,2,6	11.0		dear darlin	olly murs
['F#m', 'E', 'Bm', 'F#m']	6,5,2,6	9.0		i know what i am	band of skulls
['D#', 'C#m', 'G#d', 'D#']	6,5,2,6	6.0		i need a dollar	aloe blacc
['B', 'Am', 'Ed', 'B']	6,5,2,6	2.0		true colors	zedd
['G#', 'F#m', 'C#d', 'G#']	6,5,2,6	11.0		aurora	nhato
['B', 'Am', 'Ed', 'F#']	6,5,2,3	2.0		golden skans	klaxons
['Cm', 'A#', 'Fm', 'Gm']	6,5,2,3	3.0		procession of the nobles	nikolai rimsky-korsakov
['Am', 'G', 'Dm', 'G']	6,5,2,5	0.0		star trek main theme	jerry goldsmith
['Am', 'G', 'Dm', 'G']	6,5,2,5	0.0		bae bae	bigbang
['Am', 'G', 'Dm', 'G']	6,5,2,5	0.0		disco heaven	lady gaga
['A#', 'C#m', 'G#m', 'F#m']	6,1,5,4	1.0		counting stars	one republic
['C#', 'Em', 'Bm', 'Am']	6,1,5,4	4.0		behind blue eyes	the who
['F#m', 'A', 'E', 'F#m']	6,1,5,6	9.0		time	pink floyd
['Cm', 'D#', 'A#', 'Cm']	6,1,5,6	3.0		adia	sarah mclachlan
['G#', 'Bm', 'F#m', 'G#']	6,1,5,6	11.0		forme - guy j pm mix	gill norris
['F#', 'Am', 'Em', 'F#']	6,1,5,6	9.0		aggressive alpine skiing	mausland band
['D#', 'F#m', 'C#m', 'D#']	6,1,5,6	6.0		melody circus	savant
['C#m', 'E', 'B', 'C#m']	6,1,5,6	4.0		ecuador	sash
['D#m', 'F#', 'C#', 'D#m']	6,1,5,6	6.0		classico	tenacious d
['Dm', 'F', 'C', 'Gm']	6,1,5,2	5.0		time go	caught a ghost
['B', 'Dm', 'Am', 'Ed']	6,1,5,2	2.0		set the fire to the rain	adele
['F#', 'Am', 'Dm', 'Em']	6,1,4,5	9.0		lovesong	the cure
['Gm', 'A#', 'D#', 'F']	6,1,4,5	10.0		rainbow	sex whales
['Dm', 'F', 'A#', 'F']	6,1,4,1	5.0		flake	jack johnson
['C#', 'Em', 'Am', 'Em']	6,1,4,1	4.0		everybody wants to be an astronaut	royal republic
['A#m', 'C#', 'F#', 'C#']	6,1,4,1	1.0		nocturne 1 in bb minor	frederic chopin
['Fm', 'G#', 'C#', 'A#m']	6,1,4,2	8.0		windowlicker	aphex twin
['D', 'Fm', 'A#m', 'Gd']	6,1,4,2	5.0		doctor who - doomsday	bbc national orchestra of wales
['Am', 'C', 'F', 'Dm']	6,1,4,2	0.0		a forest	the cure
['Gm', 'A#', 'D#', 'Cm']	6,1,4,2	10.0		sweater weather	the neighbourhood
['F#', 'Am', 'Dm', 'Bd']	6,1,4,2	9.0		2 hearts	kylie minogue
['E', 'Gm', 'Cm', 'Ad']	6,1,4,2	7.0		the heart wants what it wants	selena gomez
['Em', 'G', 'C', 'Am']	6,1,4,2	7.0		resurrection - axwell's recut club version	michael calfan
['C#m', 'E', 'A', 'F#m']	6,1,4,2	4.0		big country	bela fleck
['Bm', 'D', 'G', 'Em']	6,1,4,2	2.0		healer	in hearts wake
['G#', 'Bm', 'Em', 'C#d']	6,1,4,2	11.0		electric bloom	foals
['Bm', 'D', 'G', 'Em']	6,1,4,2	2.0		under your skin	scott af
['G#', 'Bm', 'Em', 'C#d']	6,1,4,2	11.0		kill v maim	grimes
['G', 'A#m', 'G', 'A#m']	6,1,6,1	10.0		come with me now	kongos
['Dm', 'F', 'Dm', 'C']	6,1,6,5	5.0		doctor my eyes	jackson browne
['C#m', 'E', 'C#m', 'A']	6,1,6,4	4.0		it won't be long	the beatles
['Em', 'G', 'Em', 'C']	6,1,6,4	7.0		supersonic	bad religion
['A#', 'C#m', 'A#', 'D#d']	6,1,6,2	1.0		all i've got to do	the beatles
['Em', 'G', 'Em', 'Am']	6,1,6,2	7.0		sugar rush	pixl
['D#', 'F#m', 'G#d', 'Bm']	6,1,2,4	6.0		invincible	pat benatar
['A#m', 'C#', 'D#m', 'F#']	6,1,2,4	1.0		helicopter	oh land
['Em', 'G', 'Am', 'C']	6,1,2,4	7.0		the moment	tame impala
['D#m', 'F#', 'G#m', 'D#m']	6,1,2,6	6.0		little wing	jimi hendrix
['F#', 'Am', 'C#', 'Dm']	6,1,3,4	9.0		royksopp forever	royksopp
['G#', 'Bm', 'D#', 'Em']	6,1,3,4	11.0		this momentary	delphic
['Am', 'C', 'Em', 'F']	6,1,3,4	0.0		love kills	robyn
['Dm', 'F', 'Am', 'Dm']	6,1,3,6	5.0		breezeblocks	alt-j
['C', 'D#m', 'G', 'C']	6,1,3,6	3.0		echo	crusher-p
['C#', 'Em', 'G#', 'Bm']	6,1,3,5	4.0		if i had you	adam lambert
['A#m', 'D#m', 'G#', 'C#']	6,2,5,1	1.0		boombox	the lonely island
['A#', 'D#d', 'G#m', 'C#m']	6,2,5,1	1.0		love you like a love song	selena gomez
['D#', 'G#d', 'C#m', 'F#m']	6,2,5,1	6.0		those were the days	mary hopkin
['D#m', 'G#m', 'C#', 'F#']	6,2,5,1	6.0		million dollar man	lana del rey
['Cm', 'Fm', 'A#', 'D#']	6,2,5,1	3.0		allemaal door jou	bart peeters
['Em', 'Am', 'D', 'G']	6,2,5,1	7.0		rage over a lost penny	ludwig van beethoven
['C#', 'F#d', 'Bm', 'Em']	6,2,5,1	4.0		flames of love	fancy
['F#m', 'Bm', 'E', 'A']	6,2,5,1	9.0		breakin' up	rilo kiley
['C#m', 'F#m', 'B', 'E']	6,2,5,1	4.0		new born	muse
['E', 'Ad', 'Dm', 'Cm']	6,2,5,4	7.0		in my mind	ivan gough and feenixpawl
['Fm', 'A#m', 'D#', 'C#']	6,2,5,4	8.0		je suis le vent	working for a nuclear free city
['F#', 'Bd', 'Em', 'F#']	6,2,5,6	9.0		all for leyna	billy joel
['G#', 'C#d', 'F#m', 'G#']	6,2,5,6	11.0		secrets	tiesto
['Em', 'Am', 'D', 'Em']	6,2,5,6	7.0		adventure of a lifetime	coldplay
['C', 'Fd', 'A#m', 'C']	6,2,5,6	3.0		othello	chilly gonzales
['F#', 'Bd', 'F#', 'Bd']	6,2,6,2	9.0		the importance of being idle	oasis
['F#', 'Bd', 'F#', 'Bd']	6,2,6,2	9.0		unchain my heart	joe cocker
['Am', 'Dm', 'Am', 'Dm']	6,2,6,2	0.0		cancion para mi muerte	sui generis
['D#', 'G#d', 'D#', 'G#d']	6,2,6,2	6.0		mercy	kanye west
['C#', 'F#d', 'C#', 'F#d']	6,2,6,2	4.0		people are strange	the doors
['D', 'Gd', 'D', 'Gd']	6,2,6,2	5.0		hit 'em up style	blu cantrell
['F#m', 'Bm', 'F#m', 'Bm']	6,2,6,2	9.0		desaparecidos	the good and the damned
['E', 'Ad', 'E', 'Ad']	6,2,6,2	7.0		night time my time	sky ferreira
['F#', 'Bd', 'F#', 'Bd']	6,2,6,2	9.0		the earth will shake	thrice
['G', 'Cd', 'G', 'Cd']	6,2,6,2	10.0		fortune teller	james shearman
['B', 'Ed', 'B', 'Ed']	6,2,6,2	2.0		all the world is mad	thrice
['D', 'Gd', 'D', 'Gd']	6,2,6,2	5.0		nuclear	mike oldfield
['Am', 'Dm', 'Am', 'Dm']	6,2,6,2	0.0		teen titans theme	puffy amiyumi
['F', 'A#d', 'F', 'A#d']	6,2,6,2	8.0		do you know what i'm seeing	panic at the disco
['G#', 'C#d', 'G#', 'D#']	6,2,6,3	11.0		roots rock reggae	the wailers
['G#', 'C#d', 'G#', 'F#m']	6,2,6,5	11.0		i just died in your arms	cutting crew
['F', 'A#d', 'G#m', 'D#m']	6,2,1,5	8.0		exile vilify	the national
['Am', 'Dm', 'C', 'G']	6,2,1,5	0.0		thinkin bout you	frank ocean
['Am', 'Dm', 'C', 'G']	6,2,1,5	0.0		new	paul mccartney
['A#m', 'D#m', 'C#', 'G#']	6,2,1,5	1.0		miss murder	afi
['C#m', 'F#m', 'E', 'B']	6,2,1,5	4.0		somebody to love	jefferson airplane
['Dm', 'Gm', 'F', 'C']	6,2,1,5	5.0		sacrifice	hixxy
['Em', 'Am', 'G', 'D']	6,2,1,5	7.0		fight for this love	cheryl cole
['G#', 'C#d', 'Bm', 'C#d']	6,2,1,2	11.0		soviet march	james hannigan
['A#m', 'D#m', 'C#', 'F#']	6,2,1,4	1.0		smells like teen spirit	nirvana
['Fm', 'A#m', 'G#', 'C#']	6,2,1,4	8.0		we r who we r	kesha
['Bm', 'Em', 'D', 'G']	6,2,1,4	2.0		shut your mouth	pain
['C#', 'F#d', 'Am', 'Bm']	6,2,4,5	4.0		bear	the antlers
['F#', 'Bd', 'Dm', 'Em']	6,2,4,5	9.0		9pm till i come	atb
['B', 'Ed', 'Gm', 'Am']	6,2,4,5	2.0		clash	alesso
['Fm', 'A#m', 'C#', 'D#']	6,2,4,5	8.0		seventeen	ladytron
['A#m', 'D#m', 'F#', 'G#']	6,2,4,5	1.0		lonely	mcfly
['Fm', 'A#m', 'C#', 'D#']	6,2,4,5	8.0		knight of the wind	crush 40
['D#m', 'G#m', 'B', 'F#']	6,2,4,1	6.0		tonight tonight	smashing pumpkins
['A', 'Dd', 'Fm', 'Cm']	6,2,4,1	0.0		masterpiece	jessie j
['F#', 'Bd', 'Dm', 'Am']	6,2,4,1	9.0		endlessly	muse
['Em', 'Am', 'C', 'Bm']	6,2,4,3	7.0		rattle	bingo players
['G#', 'C#d', 'Em', 'D#']	6,2,4,3	11.0		cut the kid	madeon
['Cm', 'Fm', 'G#', 'Cm']	6,2,4,6	3.0		your song	elton john
['Em', 'Am', 'C', 'Em']	6,2,4,6	7.0		teenage crime	adrian lux
['G#', 'C#d', 'Em', 'G#']	6,2,4,6	11.0		fall	daft punk
['Em', 'Am', 'C', 'Em']	6,2,4,6	7.0		hold on	rusko
['G#', 'C#d', 'D#', 'G#']	6,2,3,6	11.0		mr saxobeat	alexandra stan
['B', 'Ed', 'F#', 'B']	6,2,3,6	2.0		fairytale	alexander rybak
['B', 'Ed', 'F#', 'B']	6,2,3,6	2.0		race to the city	the cinematics
['C#', 'F#d', 'G#', 'C#']	6,2,3,6	4.0		computer music	she
['A', 'Dd', 'E', 'Fm']	6,2,3,4	0.0		faseleha	fereydoun
['Em', 'Am', 'Bm', 'C']	6,2,3,4	7.0		undertaker	wolfgang gartner
['F#', 'Bd', 'C#', 'Dm']	6,2,3,4	9.0		hung up	madonna
['E', 'Ad', 'B', 'Cm']	6,2,3,4	7.0		wonder	adventure club
['A', 'Dd', 'E', 'Fm']	6,2,3,4	0.0		hopes and dreams	toby fox
['Em', 'Bm', 'C', 'D']	6,3,4,5	7.0		every time i think of you	the babys
['A', 'E', 'Fm', 'Gm']	6,3,4,5	0.0		backlash	dubvision
['A', 'E', 'Fm', 'Gm']	6,3,4,5	0.0		castles in the sky	ian van dahl
['Am', 'Em', 'F', 'G']	6,3,4,5	0.0		i will follow him	little peggy march
['Am', 'Em', 'F', 'G']	6,3,4,5	0.0		2012	jay sean
['B', 'F#', 'Gm', 'Dm']	6,3,4,1	2.0		gryphonheart	jo blankenburg
['F', 'C', 'C#m', 'G#m']	6,3,4,1	8.0		forever and one	helloween
['D', 'A', 'A#m', 'Fm']	6,3,4,1	5.0		turn it down - feat rebecca and fiona	kaskade
['C#m', 'G#m', 'A', 'E']	6,3,4,1	4.0		champs	moguai
['F#', 'C#', 'Dm', 'Am']	6,3,4,1	9.0		jeanny	falco
['Fm', 'Cm', 'C#', 'A#m']	6,3,4,2	8.0		where i end and you begin	radiohead
['G#m', 'D#m', 'E', 'C#m']	6,3,4,2	11.0		rude boy	rihanna
['C', 'G', 'G#m', 'Fd']	6,3,4,2	3.0		romeo and juliet	nino rota
['D', 'A', 'A#m', 'Gd']	6,3,4,2	5.0		song of the lonely mountain	neil finn
['Fm', 'Cm', 'C#', 'A#m']	6,3,4,2	8.0		all night low	violens
['Bm', 'F#m', 'G', 'Em']	6,3,4,2	2.0		drive home	steven wilson
['Fm', 'Cm', 'C#', 'A#m']	6,3,4,2	8.0		give it to me	timbaland
['B', 'F#', 'Gm', 'B']	6,3,4,6	2.0		seal it with a kiss	britney spears
['Em', 'Bm', 'C', 'Em']	6,3,4,6	7.0		insomnia	faithless
['C#', 'G#', 'C#', 'G#']	6,3,6,3	4.0		alone	sistar
['F#m', 'C#m', 'F#m', 'C#m']	6,3,6,3	9.0		my immortal	evanescence 
['A', 'E', 'A', 'E']	6,3,6,3	0.0		one man's dream	yanni
['B', 'F#', 'B', 'F#']	6,3,6,3	2.0		things we said today	the beatles
['G#', 'D#', 'G#', 'D#']	6,3,6,3	11.0		space jam	quad city dj's
['A#', 'F', 'A#', 'F']	6,3,6,3	1.0		resurrection	ppk
['Dm', 'Am', 'Dm', 'Am']	6,3,6,3	5.0		white flag	dido
['G#', 'D#', 'G#', 'D#']	6,3,6,3	11.0		lovely words	ela rose
['G#m', 'D#m', 'G#m', 'D#m']	6,3,6,3	11.0		still dre	dr dre
['Dm', 'Am', 'Dm', 'Am']	6,3,6,3	5.0		terra	nobuo uematsu
['D#', 'A#', 'D#', 'A#']	6,3,6,3	6.0		532nm	ryu
['Am', 'Em', 'Am', 'Em']	6,3,6,3	0.0		gypsys tramps and thieves	cher
['Am', 'Em', 'Am', 'Dm']	6,3,6,2	0.0		goodnight saigon	billy joel
['G', 'D', 'G', 'Cd']	6,3,6,2	10.0		to a new earth - gramatik remix	kill paris
['Fm', 'Cm', 'D#', 'Fm']	6,3,5,6	8.0		trouble is a friend	lenka
